0.000000	0.000000	0.000000	0.000000	0.881699	0.881699	1.635513	1.371200	2.733687	1.960625	2.561502	2.485256	3.274764	2.355099	4.367848	1.645617	4.451582	1.671073	4.609443	1.456806	4.799121	1.209877	
0.000000	0.000000	0.000000	0.000000	1.332287	1.096617	1.892521	1.892521	2.358056	1.878461	2.696116	2.332792	3.466196	2.481559	3.592475	2.201606	3.967855	2.201241	4.741052	1.259108	4.799121	1.209877	
0.000000	0.000000	0.691897	0.691897	0.689092	0.689092	1.362685	1.362685	2.312874	2.048560	2.675868	2.433266	3.028800	2.308661	3.819130	2.218570	3.994062	2.168966	4.477007	1.640395	4.799121	1.209877	
0.000000	0.000000	0.313956	0.313956	1.314523	1.314523	2.002536	2.002536	2.317948	2.130798	2.792371	2.292542	3.390107	2.155117	4.349624	1.721027	3.995281	2.112178	4.477007	1.640395	4.799121	1.209877	
0.000000	0.000000	0.641035	0.641035	1.375720	1.375720	1.938536	1.938536	1.643402	1.643402	2.587966	2.324570	3.390107	2.155117	3.464986	2.310510	4.021147	2.074767	4.741052	1.259108	4.799121	1.209877	
0.000000	0.000000	0.691346	0.691346	1.380867	1.380867	1.384783	1.384783	2.543024	2.300422	3.367090	2.022100	3.211533	2.589700	3.453712	2.505161	4.176547	1.860704	4.459174	1.548542	4.799121	1.209877	
0.000000	0.000000	0.692947	0.692947	1.258021	1.258021	1.314523	1.314523	2.303668	2.183217	3.391182	2.091177	3.831962	2.064383	3.820724	2.027224	4.021147	2.074767	4.741052	1.259108	4.799121	1.209877	
0.000000	0.000000	0.691346	0.691346	1.002974	1.002974	1.380867	1.380867	2.013757	1.895922	2.720418	2.519405	3.589472	2.388634	4.180652	1.864673	4.346582	1.698226	4.609443	1.456806	4.799121	1.209877	
0.000000	0.000000	0.691897	0.691897	0.988649	0.988649	1.895469	1.555827	2.613501	2.503379	2.998625	2.366181	3.850535	1.961502	3.942164	1.901233	3.947125	2.036066	4.799121	1.209877	4.799121	1.209877	
0.000000	0.000000	0.674987	0.674987	0.881699	0.881699	2.002536	2.002536	2.052006	2.052006	3.017948	2.546607	3.474631	2.487138	3.831962	2.064383	4.000587	2.133281	4.799121	1.209877	4.799121	1.209877	
0.000000	0.000000	0.691897	0.691897	1.329175	1.329175	2.024512	1.553172	2.322314	1.856988	3.232612	2.570632	3.224970	2.335680	4.124428	1.990655	4.317122	1.720595	4.477007	1.640395	4.799121	1.209877	
0.000000	0.000000	0.691346	0.691346	1.314523	1.314523	2.046197	1.865978	1.565801	1.565801	2.872489	2.394217	2.974826	2.182994	3.440216	2.358997	4.021147	2.074767	4.799121	1.209877	4.799121	1.209877	
0.000000	0.000000	0.000000	0.000000	1.258021	1.258021	1.933971	1.816136	1.672245	1.415781	3.232612	2.570632	3.842871	1.984432	3.812680	2.145191	3.996198	2.088762	4.459174	1.548542	4.799121	1.209877	
0.000000	0.000000	0.000000	0.000000	1.208763	1.208763	1.892521	1.892521	1.943787	1.846746	2.792771	2.468199	2.935858	2.607763	3.457274	2.437237	3.999494	2.145454	4.451582	1.671073	4.799121	1.209877	
0.000000	0.000000	0.693097	0.693097	1.383218	1.383218	1.688411	1.376495	2.228275	2.155427	2.700355	2.256740	3.408574	2.527638	4.042176	2.045843	4.180652	1.864673	4.609443	1.456806	4.799121	1.209877	
0.000000	0.000000	0.313956	0.313956	1.333880	1.098210	2.002536	2.002536	2.558192	2.440356	2.867460	2.636887	2.792371	2.292542	3.963048	1.979616	4.119275	1.982931	4.459174	1.548542	4.799121	1.209877	
0.000000	0.000000	0.692947	0.692947	0.988649	0.988649	1.892521	1.892521	2.353848	2.159766	3.223164	2.399220	3.215282	2.424970	3.449535	2.508146	4.435328	1.728797	4.494370	1.638460	4.799121	1.209877	
0.000000	0.000000	0.691346	0.691346	1.256000	1.256000	1.380318	1.380318	2.358056	1.878461	3.341277	2.295058	3.215282	2.424970	3.792416	2.145540	4.349624	1.721027	4.435328	1.728797	4.799121	1.209877	
